#Release 13.4 - par O.87xd (lin64)
#Copyright (c) 1995-2011 Xilinx, Inc.  All rights reserved.

#Sat Nov  8 15:27:08 2014

#
## NOTE: This file is designed to be imported into a spreadsheet program
# such as Microsoft Excel for viewing, printing and sorting. The |
# character is used as the data field separator. This file is also designed
# to support parsing.
#
#INPUT FILE:       scanner_wrapper_map.ncd
#OUTPUT FILE:      scanner_wrapper_pad.csv
#PART TYPE:        xc5vtx240t
#SPEED GRADE:      -2
#PACKAGE:          ff1759
#
# Pinout by Pin Number:
# 
# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
Pin Number,Signal Name,Pin Usage,Pin Name,Direction,IO Standard,IO Bank Number,Drive (mA),Slew Rate,Termination,IOB Delay,Voltage,Constraint,IO Register,Signal Integrity,
P18,scn_id_clt<5>,IOB,IO_L1N_A16_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
P19,,,VCCO_1,,,1,,,,,2.50,,,,
P20,,,GND,,,,,,,,,,,,
P21,dpt_data_scn<212>,IOB,IO_L18P_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
P22,dpt_data_scn<213>,IOB,IO_L18N_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
P23,,,VCCINT,,,,,,,,1.0,,,,
P24,,,GND,,,,,,,,,,,,
P25,scn_id_clt<1>,IOB,IO_L0N_A18_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
P26,dpt_id_scn<3>,IOB,IO_L0P_A19_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
P27,scn_id_clt<10>,IOB,IO_L4N_VREF_A10_D26_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
P28,dpt_id_scn<21>,IOB,IO_L8P_CC_A3_D19_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
P29,,,VCCO_1,,,1,,,,,2.50,,,,
P30,dpt_data_scn<174>,IOB,IO_L19P_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
P31,dpt_data_scn<170>,IOB,IO_L17P_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
P32,dpt_data_scn<171>,IOB,IO_L17N_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
P33,dpt_data_scn<31>,IOB,IO_L11P_CC_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
P34,,,GND,,,,,,,,,,,,
P35,dpt_data_scn<30>,IOB,IO_L7P_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
P36,dpt_data_scn<48>,IOB,IO_L5N_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
P37,dpt_data_scn<52>,IOB,IO_L1N_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
P38,dpt_data_scn<23>,IOB,IO_L3N_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
P39,,,GND,,,,,,,,,,,,
P40,,,MGTAVCCPLL_115,,,,,,,,,,,,
P41,,OPAD,MGTTXN1_115,UNUSED,,,,,,,,,,,
P42,,IPAD,MGTRXP1_115,UNUSED,,,,,,,,,,,
R1,,,GND,,,,,,,,,,,,
R2,,OPAD,MGTTXP1_116,UNUSED,,,,,,,,,,,
R3,,,MGTAVTTTX_116,,,,,,,,,,,,
R4,,,GND,,,,,,,,,,,,
R5,dpt_bvld_scn<12>,IOB,IO_L0P_12,INPUT,LVCMOS25*,12,,,,NONE,,UNLOCATED,NO,NONE,
R6,,,VCCO_12,,,12,,,,,2.50,,,,
R7,dpt_bvld_scn<0>,IOB,IO_L17P_12,INPUT,LVCMOS25*,12,,,,NONE,,UNLOCATED,NO,NONE,
R8,dpt_data_scn<72>,IOB,IO_L8P_CC_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
R9,dpt_data_scn<78>,IOB,IO_L11P_CC_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
R10,dpt_data_scn<77>,IOB,IO_L10N_CC_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
R11,,,GND,,,,,,,,,,,,
R12,dpt_data_scn<253>,IOB,IO_L18N_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
R13,,,GND,,,,,,,,,,,,
R14,,,DONE_0,,,,,,,,,,,,
R15,,,D_IN_0,,,,,,,,,,,,
R16,,,VCCO_0,,,0,,,,,any******,,,,
R17,,,GND,,,,,,,,,,,,
R18,,,VCCINT,,,,,,,,1.0,,,,
R19,,,GND,,,,,,,,,,,,
R20,,,VCCINT,,,,,,,,1.0,,,,
R21,,,GND,,,,,,,,,,,,
R22,,,VCCINT,,,,,,,,1.0,,,,
R23,,,GND,,,,,,,,,,,,
R24,,,VCCINT,,,,,,,,1.0,,,,
R25,,,GND,,,,,,,,,,,,
R26,,,VCCO_1,,,1,,,,,2.50,,,,
R27,scn_id_clt<21>,IOB,IO_L8N_CC_A2_D18_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
R28,,,VBATT_0,,,,,,,,,,,,
R29,,,PROGRAM_B_0,,,,,,,,,,,,
R30,dpt_data_scn<175>,IOB,IO_L19N_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
R31,,,GND,,,,,,,,,,,,
R32,dpt_data_scn<24>,IOB,IO_L13N_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
R33,dpt_data_scn<17>,IOB,IO_L13P_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
R34,dpt_data_scn<34>,IOB,IO_L9P_CC_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
R35,dpt_data_scn<49>,IOB,IO_L5P_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
R36,,,VCCO_23,,,23,,,,,2.50,,,,
R37,dpt_data_scn<55>,IOB,IO_L1P_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
R38,dpt_data_scn<22>,IOB,IO_L3P_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
R39,,,GND,,,,,,,,,,,,
R40,,,MGTAVTTTX_115,,,,,,,,,,,,
R41,,OPAD,MGTTXP1_115,UNUSED,,,,,,,,,,,
R42,,,GND,,,,,,,,,,,,
T1,,,GND,,,,,,,,,,,,
T2,,OPAD,MGTTXP0_112,UNUSED,,,,,,,,,,,
T3,,,GND,,,,,,,,,,,,
T4,,,GND,,,,,,,,,,,,
T5,dpt_bvld_scn<14>,IOB,IO_L2N_12,INPUT,LVCMOS25*,12,,,,NONE,,UNLOCATED,NO,NONE,
T6,dpt_bvld_scn<8>,IOB,IO_L2P_12,INPUT,LVCMOS25*,12,,,,NONE,,UNLOCATED,NO,NONE,
T7,dpt_end_scn,IOB,IO_L11N_CC_12,INPUT,LVCMOS25*,12,,,,NONE,,UNLOCATED,NO,NONE,
T8,,,GND,,,,,,,,,,,,
T9,dpt_data_scn<73>,IOB,IO_L8N_CC_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
T10,dpt_data_scn<83>,IOB,IO_L13N_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
T11,dpt_data_scn<82>,IOB,IO_L13P_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
T12,,,GND,,,,,,,,,,,,
T13,,,VCCAUX,,,,,,,,2.5,,,,
T14,,,INIT_B_0,,,,,,,,,,,,
T15,,,VCCINT,,,,,,,,1.0,,,,
T16,,,GND,,,,,,,,,,,,
T17,,,VCCINT,,,,,,,,1.0,,,,
T18,,,GND,,,,,,,,,,,,
T19,,,VCCINT,,,,,,,,1.0,,,,
T20,,,GND,,,,,,,,,,,,
T21,,,VCCINT,,,,,,,,1.0,,,,
T22,,,GND,,,,,,,,,,,,
T23,,,VCCINT,,,,,,,,1.0,,,,
T24,,,GND,,,,,,,,,,,,
T25,,,VCCINT,,,,,,,,1.0,,,,
T26,,,GND,,,,,,,,,,,,
T27,,,VCCINT,,,,,,,,1.0,,,,
T28,,,GND,,,,,,,,,,,,
T29,,,HSWAPEN_0,,,,,,,,,,,,
T30,,,CS_B_0,,,,,,,,,,,,
T31,dpt_data_scn<19>,IOB,IO_L18P_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
T32,dpt_data_scn<36>,IOB,IO_L18N_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
T33,,,VCCO_23,,,23,,,,,2.50,,,,
T34,dpt_data_scn<35>,IOB,IO_L9N_CC_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
T35,scn_id_clt<28>,IOB,IO_L12P_VRN_11,OUTPUT,LVCMOS25*,11,12,SLOW,,,,UNLOCATED,NO,NONE,
T36,dpt_id_scn<23>,IOB,IO_L12N_VRP_11,INPUT,LVCMOS25*,11,,,,NONE,,UNLOCATED,NO,NONE,
T37,dpt_id_scn<30>,IOB,IO_L9N_CC_11,INPUT,LVCMOS25*,11,,,,NONE,,UNLOCATED,NO,NONE,
T38,,,GND,,,,,,,,,,,,
T39,,,GND,,,,,,,,,,,,
T40,,,GND,,,,,,,,,,,,
T41,,OPAD,MGTTXP0_111,UNUSED,,,,,,,,,,,
T42,,,GND,,,,,,,,,,,,
U1,,IPAD,MGTRXP0_112,UNUSED,,,,,,,,,,,
U2,,OPAD,MGTTXN0_112,UNUSED,,,,,,,,,,,
U3,,,MGTAVTTRX_112,,,,,,,,,,,,
U4,,,GND,,,,,,,,,,,,
U5,,,GND,,,,,,,,,,,,
U6,dpt_id_scn<7>,IOB,IO_L4N_VREF_12,INPUT,LVCMOS25*,12,,,,NONE,,UNLOCATED,NO,NONE,
U7,dpt_bvld_scn<21>,IOB,IO_L11P_CC_12,INPUT,LVCMOS25*,12,,,,NONE,,UNLOCATED,NO,NONE,
U8,dpt_data_scn<69>,IOB,IO_L6N_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
U9,dpt_data_scn<68>,IOB,IO_L6P_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
U10,,,VCCO_24,,,24,,,,,2.50,,,,
U11,dpt_data_scn<61>,IOB,IO_L2N_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
U12,dpt_data_scn<57>,IOB,IO_L0N_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
U13,,,GND,,,,,,,,,,,,
U14,,,VCCINT,,,,,,,,1.0,,,,
U15,,,GND,,,,,,,,,,,,
U16,,,VCCINT,,,,,,,,1.0,,,,
U17,,,GND,,,,,,,,,,,,
U18,,,VCCINT,,,,,,,,1.0,,,,
U19,,,GND,,,,,,,,,,,,
U20,,,VCCINT,,,,,,,,1.0,,,,
U21,,,GND,,,,,,,,,,,,
U22,,,VCCINT,,,,,,,,1.0,,,,
U23,,,GND,,,,,,,,,,,,
U24,,,VCCINT,,,,,,,,1.0,,,,
U25,,,GND,,,,,,,,,,,,
U26,,,VCCINT,,,,,,,,1.0,,,,
U27,,,GND,,,,,,,,,,,,
U28,,,VCCAUX,,,,,,,,2.5,,,,
U29,,,RSVD_0,,,,,,,,,,,,
U30,,,VCCO_11,,,11,,,,,2.50,,,,
U31,scn_bvld_clt<31>,IOB,IO_L18P_SM10P_11,OUTPUT,LVCMOS25*,11,12,SLOW,,,,UNLOCATED,NO,NONE,
U32,scn_id_clt<30>,IOB,IO_L16P_SM12P_11,OUTPUT,LVCMOS25*,11,12,SLOW,,,,UNLOCATED,NO,NONE,
U33,scn_data_clt<154>,IOB,IO_L14P_11,OUTPUT,LVCMOS25*,11,12,SLOW,,,,UNLOCATED,NO,NONE,
U34,scn_cmd_clt<0>,IOB,IO_L14N_VREF_11,OUTPUT,LVCMOS25*,11,12,SLOW,,,,UNLOCATED,NO,NONE,
U35,,,GND,,,,,,,,,,,,
U36,,,VCCO_11,,,11,,,,,2.50,,,,
U37,scn_cmd_clt<2>,IOB,IO_L9P_CC_11,OUTPUT,LVCMOS25*,11,12,SLOW,,,,UNLOCATED,NO,NONE,
U38,,,GND,,,,,,,,,,,,
U39,,,GND,,,,,,,,,,,,
U40,,,MGTAVTTRX_111,,,,,,,,,,,,
U41,,OPAD,MGTTXN0_111,UNUSED,,,,,,,,,,,
U42,,IPAD,MGTRXP0_111,UNUSED,,,,,,,,,,,
V1,,IPAD,MGTRXN0_112,UNUSED,,,,,,,,,,,
V2,,,GND,,,,,,,,,,,,
V3,,IPAD,MGTREFCLKN_112,UNUSED,,,,,,,,,,,
V4,,IPAD,MGTREFCLKP_112,UNUSED,,,,,,,,,,,
V5,,,GND,,,,,,,,,,,,
V6,dpt_bvld_scn<6>,IOB,IO_L4P_12,INPUT,LVCMOS25*,12,,,,NONE,,UNLOCATED,NO,NONE,
V7,,,VCCO_12,,,12,,,,,2.50,,,,
V8,dpt_bvld_scn<23>,IOB,IO_L15P_12,INPUT,LVCMOS25*,12,,,,NONE,,UNLOCATED,NO,NONE,
V9,dpt_bvld_scn<25>,IOB,IO_L15N_12,INPUT,LVCMOS25*,12,,,,NONE,,UNLOCATED,NO,NONE,
V10,dpt_data_scn<60>,IOB,IO_L2P_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
V11,dpt_data_scn<56>,IOB,IO_L0P_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
V12,,,GND,,,,,,,,,,,,
V13,,,VCCAUX,,,,,,,,2.5,,,,
V14,,,GND,,,,,,,,,,,,
V15,,,VCCINT,,,,,,,,1.0,,,,
V16,,,GND,,,,,,,,,,,,
V17,,,VCCINT,,,,,,,,1.0,,,,
V18,,,GND,,,,,,,,,,,,
V19,,,VCCINT,,,,,,,,1.0,,,,
V20,,,GND,,,,,,,,,,,,
V21,,,VCCINT,,,,,,,,1.0,,,,
V22,,,GND,,,,,,,,,,,,
V23,,,VCCINT,,,,,,,,1.0,,,,
V24,,,GND,,,,,,,,,,,,
V25,,,VCCINT,,,,,,,,1.0,,,,
V26,,,GND,,,,,,,,,,,,
V27,,,VCCINT,,,,,,,,1.0,,,,
V28,,,GND,,,,,,,,,,,,
V29,,,VCCAUX,,,,,,,,2.5,,,,
V30,,,GND,,,,,,,,,,,,
V31,scn_end_clt,IOB,IO_L18N_SM10N_11,OUTPUT,LVCMOS25*,11,12,SLOW,,,,UNLOCATED,NO,NONE,
V32,,,GND,,,,,,,,,,,,
V33,scn_id_clt<8>,IOB,IO_L16N_SM12N_11,OUTPUT,LVCMOS25*,11,12,SLOW,,,,UNLOCATED,NO,NONE,
V34,dpt_cmd_scn<5>,IOB,IO_L7N_11,INPUT,LVCMOS25*,11,,,,NONE,,UNLOCATED,NO,NONE,
V35,dpt_cmd_scn<6>,IOB,IO_L7P_11,INPUT,LVCMOS25*,11,,,,NONE,,UNLOCATED,NO,NONE,
V36,dpt_cmd_scn<0>,IOB,IO_L3N_11,INPUT,LVCMOS25*,11,,,,NONE,,UNLOCATED,NO,NONE,
V37,,,GND,,,,,,,,,,,,
V38,,,GND,,,,,,,,,,,,
V39,,IPAD,MGTREFCLKP_111,UNUSED,,,,,,,,,,,
V40,,IPAD,MGTREFCLKN_111,UNUSED,,,,,,,,,,,
V41,,,GND,,,,,,,,,,,,
V42,,IPAD,MGTRXN0_111,UNUSED,,,,,,,,,,,
W1,,IPAD,MGTRXN1_112,UNUSED,,,,,,,,,,,
W2,,,GND,,,,,,,,,,,,
W3,,,MGTAVCC_112,,,,,,,,,,,,
W4,,,GND,,,,,,,,,,,,
W5,,,GND,,,,,,,,,,,,
W6,dpt_bvld_scn<9>,IOB,IO_L8N_CC_12,INPUT,LVCMOS25*,12,,,,NONE,,UNLOCATED,NO,NONE,
W7,dpt_id_scn<16>,IOB,IO_L8P_CC_12,INPUT,LVCMOS25*,12,,,,NONE,,UNLOCATED,NO,NONE,
W8,dpt_bvld_scn<17>,IOB,IO_L6P_12,INPUT,LVCMOS25*,12,,,,NONE,,UNLOCATED,NO,NONE,
W9,,,GND,,,,,,,,,,,,
W10,scn_id_clt<19>,IOB,IO_L13N_12,OUTPUT,LVCMOS25*,12,12,SLOW,,,,UNLOCATED,NO,NONE,
W11,dpt_bvld_scn<22>,IOB,IO_L13P_12,INPUT,LVCMOS25*,12,,,,NONE,,UNLOCATED,NO,NONE,
W12,,,VCCAUX,,,,,,,,2.5,,,,
W13,,,GND,,,,,,,,,,,,
W14,,,VCCINT,,,,,,,,1.0,,,,
W15,,,GND,,,,,,,,,,,,
W16,,,VCCINT,,,,,,,,1.0,,,,
W17,,,GND,,,,,,,,,,,,
W18,,,VCCINT,,,,,,,,1.0,,,,
W19,,,GND,,,,,,,,,,,,
W20,,,VCCINT,,,,,,,,1.0,,,,
W21,,,GND,,,,,,,,,,,,
W22,,,VCCINT,,,,,,,,1.0,,,,
W23,,,GND,,,,,,,,,,,,
W24,,,VCCINT,,,,,,,,1.0,,,,
W25,,,GND,,,,,,,,,,,,
W26,,,VCCINT,,,,,,,,1.0,,,,
W27,,,GND,,,,,,,,,,,,
W28,,,VCCAUX,,,,,,,,2.5,,,,
W29,,,GND,,,,,,,,,,,,
W30,dpt_cmd_scn<3>,IOB,IO_L10P_CC_SM15P_11,INPUT,LVCMOS25*,11,,,,NONE,,UNLOCATED,NO,NONE,
W31,scn_id_clt<20>,IOB,IO_L10N_CC_SM15N_11,OUTPUT,LVCMOS25*,11,12,SLOW,,,,UNLOCATED,NO,NONE,
W32,dpt_id_scn<14>,IOB,IO_L5N_11,INPUT,LVCMOS25*,11,,,,NONE,,UNLOCATED,NO,NONE,
W33,scn_cmd_clt<7>,IOB,IO_L5P_11,OUTPUT,LVCMOS25*,11,12,SLOW,,,,UNLOCATED,NO,NONE,
W34,,,VCCO_11,,,11,,,,,2.50,,,,
W35,scn_id_clt<12>,IOB,IO_L1P_11,OUTPUT,LVCMOS25*,11,12,SLOW,,,,UNLOCATED,NO,NONE,
W36,scn_cmd_clt<3>,IOB,IO_L1N_11,OUTPUT,LVCMOS25*,11,12,SLOW,,,,UNLOCATED,NO,NONE,
W37,dpt_cmd_scn<4>,IOB,IO_L3P_11,INPUT,LVCMOS25*,11,,,,NONE,,UNLOCATED,NO,NONE,
W38,,,GND,,,,,,,,,,,,
W39,,,GND,,,,,,,,,,,,
W40,,,MGTAVCC_111,,,,,,,,,,,,
W41,,,GND,,,,,,,,,,,,
W42,,IPAD,MGTRXN1_111,UNUSED,,,,,,,,,,,
Y1,,IPAD,MGTRXP1_112,UNUSED,,,,,,,,,,,
Y2,,OPAD,MGTTXN1_112,UNUSED,,,,,,,,,,,
Y3,,,MGTAVCCPLL_112,,,,,,,,,,,,
Y4,,,GND,,,,,,,,,,,,
Y5,,,GND,,,,,,,,,,,,
Y6,,,GND,,,,,,,,,,,,
Y7,dpt_bvld_scn<13>,IOB,IO_L1P_12,INPUT,LVCMOS25*,12,,,,NONE,,UNLOCATED,NO,NONE,
Y8,dpt_bvld_scn<15>,IOB,IO_L1N_12,INPUT,LVCMOS25*,12,,,,NONE,,UNLOCATED,NO,NONE,
Y9,dpt_bvld_scn<20>,IOB,IO_L6N_12,INPUT,LVCMOS25*,12,,,,NONE,,UNLOCATED,NO,NONE,
Y10,dpt_bvld_scn<16>,IOB,IO_L3N_12,INPUT,LVCMOS25*,12,,,,NONE,,UNLOCATED,NO,NONE,
Y11,,,VCCO_12,,,12,,,,,2.50,,,,
Y12,,,GND,,,,,,,,,,,,
Y13,,,VCCAUX,,,,,,,,2.5,,,,
Y14,,,GND,,,,,,,,,,,,
Y15,,,VCCINT,,,,,,,,1.0,,,,
Y16,,,GND,,,,,,,,,,,,
Y17,,,VCCINT,,,,,,,,1.0,,,,
Y18,,,GND,,,,,,,,,,,,
Y19,,,VCCINT,,,,,,,,1.0,,,,
Y20,,,GND,,,,,,,,,,,,
Y21,,,AVSS_0,,,,,,,,,,,,
Y22,,,AVDD_0,,,,,,,,,,,,
Y23,,,VCCINT,,,,,,,,1.0,,,,
Y24,,,GND,,,,,,,,,,,,
Y25,,,VCCINT,,,,,,,,1.0,,,,
Y26,,,GND,,,,,,,,,,,,
Y27,,,VCCINT,,,,,,,,1.0,,,,
Y28,,,GND,,,,,,,,,,,,
Y29,scn_cmd_clt<1>,IOB,IO_L0N_11,OUTPUT,LVCMOS25*,11,12,SLOW,,,,UNLOCATED,NO,NONE,
Y30,scn_id_clt<0>,IOB,IO_L0P_11,OUTPUT,LVCMOS25*,11,12,SLOW,,,,UNLOCATED,NO,NONE,
Y31,,,VCCO_11,,,11,,,,,2.50,,,,
Y32,scn_cmd_clt<5>,IOB,IO_L6P_11,OUTPUT,LVCMOS25*,11,12,SLOW,,,,UNLOCATED,NO,NONE,
Y33,scn_id_clt<31>,IOB,IO_L8P_CC_11,OUTPUT,LVCMOS25*,11,12,SLOW,,,,UNLOCATED,NO,NONE,
Y34,scn_id_clt<14>,IOB,IO_L8N_CC_11,OUTPUT,LVCMOS25*,11,12,SLOW,,,,UNLOCATED,NO,NONE,
Y35,dpt_id_scn<28>,IOB,IO_L13N_11,INPUT,LVCMOS25*,11,,,,NONE,,UNLOCATED,NO,NONE,
Y36,,,GND,,,,,,,,,,,,
Y37,dpt_cmd_scn<2>,IOB,IO_L2N_11,INPUT,LVCMOS25*,11,,,,NONE,,UNLOCATED,NO,NONE,
Y38,,,GND,,,,,,,,,,,,
Y39,,,GND,,,,,,,,,,,,
Y40,,,MGTAVCCPLL_111,,,,,,,,,,,,
Y41,,OPAD,MGTTXN1_111,UNUSED,,,,,,,,,,,
Y42,,IPAD,MGTRXP1_111,UNUSED,,,,,,,,,,,

# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
# 
#* Default value.
#** This default Pullup/Pulldown value can be overridden in Bitgen. 
#All RSVD_0 pins must be tied to GROUND.
#****** Special VCCO requirements may apply. Please consult the device 
#       family datasheet for specific guideline on VCCO requirements. 
#
#
#
